,year_month,variable,value
124,2022-04-01,sum_tolls_amount,1844908.85
125,2022-01-01,sum_tolls_amount,900877.02
126,2021-08-01,sum_tolls_amount,1204359.24
127,2022-02-01,sum_tolls_amount,1115210.75
128,2021-12-01,sum_tolls_amount,1627996.2
129,2021-06-01,sum_tolls_amount,997848.64
130,2021-09-01,sum_tolls_amount,1267154.27
131,2021-07-01,sum_tolls_amount,1142943.28
132,2022-03-01,improvement_surcharge,0.3
133,2021-11-01,improvement_surcharge,0.3
134,2021-10-01,improvement_surcharge,0.3
135,2022-04-01,improvement_surcharge,0.3
136,2022-01-01,improvement_surcharge,0.3
137,2021-08-01,improvement_surcharge,0.3
138,2022-02-01,improvement_surcharge,0.3
139,2021-12-01,improvement_surcharge,0.3
140,2021-06-01,improvement_surcharge,0.3
141,2021-09-01,improvement_surcharge,0.3
142,2021-07-01,improvement_surcharge,0.3
143,2022-03-01,sum_improvement_surcharge,1070506.8
144,2021-11-01,sum_improvement_surcharge,1027101.3
145,2021-10-01,sum_improvement_surcharge,1022293.5
146,2022-04-01,sum_improvement_surcharge,1062456.3
147,2022-01-01,sum_improvement_surcharge,726774.3
148,2021-08-01,sum_improvement_surcharge,821844.3
149,2022-02-01,sum_improvement_surcharge,879861.0
150,2021-12-01,sum_improvement_surcharge,948752.7
151,2021-06-01,sum_improvement_surcharge,836465.4
152,2021-09-01,sum_improvement_surcharge,868986.6
153,2021-07-01,sum_improvement_surcharge,831623.7
154,2022-03-01,avg_congestion_surcharge,2.499994
155,2021-11-01,avg_congestion_surcharge,2.499996
156,2021-10-01,avg_congestion_surcharge,2.499995
157,2022-04-01,avg_congestion_surcharge,2.499996
158,2022-01-01,avg_congestion_surcharge,2.499996
159,2021-08-01,avg_congestion_surcharge,2.499999
160,2022-02-01,avg_congestion_surcharge,2.499996
161,2021-12-01,avg_congestion_surcharge,2.499992
162,2021-06-01,avg_congestion_surcharge,2.499999
163,2021-09-01,avg_congestion_surcharge,2.499998
164,2021-07-01,avg_congestion_surcharge,2.499998
165,2022-03-01,sum_congestion_surcharge,8077428.5
166,2021-11-01,sum_congestion_surcharge,7744924.75
167,2021-10-01,sum_congestion_surcharge,7694479.0
168,2022-04-01,sum_congestion_surcharge,7996622.0
169,2022-01-01,sum_congestion_surcharge,5464100.75
170,2021-08-01,sum_congestion_surcharge,6014278.25
171,2022-02-01,sum_congestion_surcharge,6642393.3
172,2021-12-01,sum_congestion_surcharge,7156594.75
173,2021-06-01,sum_congestion_surcharge,6219431.0
174,2021-09-01,sum_congestion_surcharge,6418952.25
175,2021-07-01,sum_congestion_surcharge,6131181.5
176,2022-03-01,avg_airport_fee,1.25
177,2021-11-01,avg_airport_fee,1.25
178,2021-10-01,avg_airport_fee,1.25
179,2022-04-01,avg_airport_fee,1.25
180,2022-01-01,avg_airport_fee,1.25
181,2021-08-01,avg_airport_fee,1.25
182,2022-02-01,avg_airport_fee,1.25
183,2021-12-01,avg_airport_fee,1.25
184,2021-06-01,avg_airport_fee,1.25
185,2021-09-01,avg_airport_fee,1.25
186,2021-07-01,avg_airport_fee,1.25
187,2022-03-01,sum_airport_fee,306165.0
188,2021-11-01,sum_airport_fee,271276.25
189,2021-10-01,sum_airport_fee,246342.5
190,2022-04-01,sum_airport_fee,315271.25
191,2022-01-01,sum_airport_fee,196025.0
192,2021-08-01,sum_airport_fee,224138.75
193,2022-02-01,sum_airport_fee,210457.5
194,2021-12-01,sum_airport_fee,265643.75
195,2021-06-01,sum_airport_fee,167807.5
196,2021-09-01,sum_airport_fee,217326.25
197,2021-07-01,sum_airport_fee,202252.5
198,2022-03-01,count_drivers,9673.0
199,2021-11-01,count_drivers,9509.0
200,2021-10-01,count_drivers,9147.0
201,2022-04-01,count_drivers,9700.0
202,2022-01-01,count_drivers,8924.0
203,2021-08-01,count_drivers,7410.0
204,2022-02-01,count_drivers,9122.0
205,2021-12-01,count_drivers,9568.0
