,year_month,id,count,industry
163,2018-05-01,999,1697567.0,fhv_livery
164,2018-05-01,999,103361.0,fhv_lux_limo
165,2018-04-01,999,519178.0,fhv_black_car
166,2018-04-01,999,1867215.0,fhv_livery
167,2018-04-01,999,100241.0,fhv_lux_limo
168,2018-03-01,999,547098.0,fhv_black_car
169,2018-03-01,999,1961673.0,fhv_livery
170,2018-03-01,999,109177.0,fhv_lux_limo
171,2018-02-01,999,524134.0,fhv_black_car
172,2018-02-01,999,1814932.0,fhv_livery
173,2018-02-01,999,99211.0,fhv_lux_limo
174,2018-01-01,999,518098.0,fhv_black_car
175,2018-01-01,999,1971480.0,fhv_livery
176,2018-01-01,999,107115.0,fhv_lux_limo
177,2017-12-01,999,518421.0,fhv_black_car
178,2017-12-01,999,2195751.0,fhv_livery
179,2017-12-01,999,107102.0,fhv_lux_limo
180,2017-11-01,999,500303.0,fhv_black_car
181,2017-11-01,999,1925185.0,fhv_livery
182,2017-11-01,999,108408.0,fhv_lux_limo
183,2017-10-01,999,545575.0,fhv_black_car
184,2017-10-01,999,1983228.0,fhv_livery
185,2017-10-01,999,107655.0,fhv_lux_limo
186,2017-09-01,999,518471.0,fhv_black_car
187,2017-09-01,999,1938178.0,fhv_livery
188,2017-09-01,999,112089.0,fhv_lux_limo
189,2017-08-01,999,470632.0,fhv_black_car
190,2017-08-01,999,2019331.0,fhv_livery
191,2017-08-01,999,93218.0,fhv_lux_limo
192,2017-07-01,999,447313.0,fhv_black_car
193,2017-07-01,999,2066355.0,fhv_livery
194,2017-07-01,999,91881.0,fhv_lux_limo
195,2017-06-01,999,478806.0,fhv_black_car
196,2017-06-01,999,2165312.0,fhv_livery
197,2017-06-01,999,109982.0,fhv_lux_limo
198,2017-05-01,999,480667.0,fhv_black_car
199,2017-05-01,999,2417545.0,fhv_livery
200,2017-05-01,999,113250.0,fhv_lux_limo
201,2017-04-01,999,410309.0,fhv_black_car
202,2017-04-01,999,2439843.0,fhv_livery
203,2017-04-01,999,97228.0,fhv_lux_limo
204,2017-03-01,999,449529.0,fhv_black_car
205,2017-03-01,999,2657352.0,fhv_livery
206,2017-03-01,999,105128.0,fhv_lux_limo
207,2017-02-01,999,371860.0,fhv_black_car
208,2017-02-01,999,2295587.0,fhv_livery
209,2017-02-01,999,98083.0,fhv_lux_limo
210,2017-01-01,999,392634.0,fhv_black_car
211,2017-01-01,999,2468373.0,fhv_livery
